_unnamed,_unnamed_2,_unnamed_3,CODEBOOK,_unnamed_4,_unnamed_5,_unnamed_6
,V177,Things done for reasons of security: Preferred not to go out at night,"Which of the following things have you done for reasons of security? 



Preferred not to go out at night",3,,"1##Yes
5##No
-5##DE,SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V178,"Things done for reasons of security: Carried a knife, gun or other weapon","Which of the following things have you done for reasons of security? 



Carried a knife, gun or other weapon",3,,"1##Yes
5##No
-5##Missing; RU,DE: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V179,Respondent was victim of a crime during the past year,Have you been the victim of a crime during the past year?,3,,"1##Yes
5##No
-5##BH: Missing; Unknown{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V180,Respondent's family was victim of a crime during last year,And what about your immediate family--has someone in your family been the victim of a crime during the last year?,3,,"1##Yes
5##No
-5##DE,SE:Inapplicable ; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V181,Worries: Losing my job or not finding a job,"To what degree are you worried about the following situations? 



Losing my job or not finding a job",3,,"1##Very much
2##A great deal
3##Not much
4##Not at all
-5##BH: Missing;DE: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Inapplicable (Neither has, nor seeks a job){Inapplicable}
-2##No answer
-1##Don´t know
"
,V182,Worries: Not being able to give one's children a good education,"To what degree are you worried about the following situations? 



Not being able to give my children a good education",3,,"1##Very much
2##A great deal
3##Not much
4##Not at all
-5##BH: Missing; Unknown{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V183,Worries: A war involving my country,"To what degree are you worried about the following situations? 



A war involving my country",3,,"1##Very much
2##A great deal
3##Not much
4##Not at all
-5##DE,SE:Inapplicable ; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V184,Worries: A terrorist attack,"To what degree are you worried about the following situations? 



A terrorist attack",3,,"1##Very much
2##A great deal
3##Not much
4##Not at all
-5##DE:Inapplicable; Missing; Unknown{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V185,Worries: A civil war,"To what degree are you worried about the following situations? 



A civil war",3,,"1##Very much
2##A great deal
3##Not much
4##Not at all
-5##DE:Inapplicable; Missing; Unknown{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V186,Worries: Government wire-tapping or reading my mail or email,"To what degree are you worried about the following situations? 



Government wire-tapping or reading my mail or email",3,,"1##Very much
2##A great deal
3##Not much
4##Not at all
-5##DE,SE:Inapplicable; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V187,"Under some conditions, war is necessary to obtain justice","Do you agree or disagree with the following statement:



“Under some conditions, war is necessary to obtain justice”",3,,"1##Agree
2##Disagree
-5##DE,SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V188,"In the last 12 month, how often have you or your family: Gone without enough food to eat","In the last 12 month, how often have you or your family:



Gone without enough food to eat",3,,"1##Often
2##Sometimes
3##Rarely
4##Never
-5##DE:Inapplicable; Missing; Unknown{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don't know
"
,V189,"In the last 12 month, how often have you or your family: Felt unsafe from crime in your own home","In the last 12 month, how often have you or your family: 



Felt unsafe from crime in your home",3,,"1##Often
2##Sometimes
3##Rarely
4##Never
-5##DE:Inapplicable; Missing; Unknown{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don't know
"
,V190,"In the last 12 month, how often have you or your family: Gone without needed medicine or treatment that you needed","In the last 12 month, how often have you or your family: 



Gone without medicine or medical treatment that you needed",3,,"1##Often
2##Sometimes
3##Rarely
4##Never
-5##DE,SE:Inapplicable ; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don't know
"
,V191,"In the last 12 month, how often have you or your family: Gone without a cash income","In the last 12 month, how often have you or your family: 



Gone without a cash income",3,,"1##Often
2##Sometimes
3##Rarely
4##Never
-5##DE:Inapplicable; Missing; Unknown{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don't know
"
,V192,"Science and technology are making our lives healthier, easier, and more comfortable","Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree”:



""Science and technology are making our lives healthier, easier, and more comfortable""",3,,"1##Completely disagree
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Completely agree
-5##SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V193,"Because of science and technology, there will be more opportunities for the next generation","Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree”:



Because of science and technology, there will be more opportunities for the next generation",3,,"1##Completely disagree
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Completely agree
-5##SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V194,We depend too much on science and not enough on faith,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree”:



We depend too much on science and not enough on faith",3,,"1##Completely disagree
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Completely agree
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V195,One of the bad effects of science is that it breaks down people’s ideas of right and wrong,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree”:



One of the bad effects of science is that it breaks down people’s ideas of right and wrong",3,,"1##Completely disagree
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Completely agree
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V196,It is not important for me to know about science in my daily life,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you “completely disagree” and a 10 means that you “completely agree”:



It is not important for me to know about science in my daily life",3,,"1##Completely disagree
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Completely agree
-5##DE:Inapplicable; Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V197,"The world is better off, or worse off, because of science and technology","All things considered, would you say that the world is better off, or worse off, because of science and technology?. Please tell me which comes closest to your view on this scale: 1 means that “the world is a lot worse off,” and 10 means that “the world is a lot better off”.",3,,"1##A lot worse off
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##A lot better off
-5##SE:Inapplicable ; RU:Inappropriate response;  Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V198,Justifiable: Claiming government benefits to which you are not entitled,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Claiming government benefits to which you are not entitled",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V199,Justifiable: Avoiding a fare on public transport,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Avoiding a fare on public transport",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V200,Justifiable: Stealing property,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between: 



Stealing property",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE:Inapplicable; Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V201,Justifiable: Cheating on taxes if you have a chance,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Cheating on taxes if you have a chance",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V202,Justifiable: Someone accepting a bribe in the course of their duties,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Someone accepting a bribe in the course of their duties",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V203,Justifiable: Homosexuality,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between: 



Homosexuality",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V203A,Justifiable: Prostitution,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Prostitution",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V204,Justifiable: Abortion,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between: 



Abortion",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-5##Missing; RU: Inappropriate response
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V205,Justifiable: Divorce,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Divorce",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V206,Justifiable: Sex before marriage,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Sex before marriage",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,EC,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V207,Justifiable: Suicide,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between: 



Suicide",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V207A,Justifiable: Euthanasia,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Euthanasia",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##EC,SE:Inapplicable ; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V208,Justifiable: For a man to beat his wife,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



For a man to beat his wife",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V209,Justifiable: Parents beating children,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Parents beating children",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V210,Justifiable: Violence against other people,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between:



Violence against other people",3,,"1##Never justifiable
2##2
3##3
4##4
5##5
6##6
7##7
8##8
9##9
10##Always justifiable
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V211,How proud of nationality,"How proud are you to be [Nationality]*?:



* [Substitute your own nationality]",3,,"1##Very proud
2##Quite proud
3##Not very proud
4##Not at all proud
5##I am not [nationality]
-5##DE,SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V212,I see myself as a world citizen,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? 



I see myself as a world citizen",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE:Inapplicable; Missing; RU: Inappropriate respons{Inappropriate}e
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V213,I see myself as part of my local community,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of my local community",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V214,I see myself as part of the [country] nation,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? 



I see myself as part of the [French]* nation



*   [Substitute your country’s nationality for “French”]",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_01,I see myself as citizen of the [European Union],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? 



I see myself as part of the [European Union]",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE,SE:Inapplicable ; Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_02,I see myself as citizen of the [APEC],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? 



I see myself as part of the [APEC]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_03,I see myself as part of the [Northeast Asia Region],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? 



I see myself as part of [ASIA]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_04,I see myself as part of [The Caribbean],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of [The Caribbean]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_05,I see myself as part of [Arab Maghreb Union],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? 



I see myself as part of [Arab Maghreb Union]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_06,I see myself as part of the [Arab Union],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of the  [Arab Union]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_07,I see myself as part of [North America],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of [North America]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_08,I see myself as part of the Latin-American Community,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of the Latin-American Community",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_10,I see myself as part of [Mercosur],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of [Mercosur]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_11,I see myself as part of [CIS],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of [CIS]",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_12,I see myself as part of [The African Union],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself? 



I see myself as part of [The African Union]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_13,I see myself as part of the [ASEAN],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of the [ASEAN]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown; SG: Refused{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_14,I see myself as part of ASIA,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of ASIA",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_15,I see myself as part of the [UNASUR],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of the [UNASUR]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_16,I see myself as part of the [Islamic nation],"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as part of the [Islamic nation]",2,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_17,I see myself as part of the Cooperation Council for the Arab states of Gulf (GCC),,3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V215_18,I see myself as part of  [SAARC],,3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##Missing; Unknown
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V216,I see myself as an autonomous individual,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?



I see myself as an autonomous individual",3,,"1##Strongly agree
2##Agree
3##Disagree
4##Strongly disagree
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V217,Information source: Daily newspaper,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Daily newspaper",3,,"1##Daily
2##Weekly
3##Monthly
4##Less than monthly
5##Never
-5##DE:Inapplicable; RU: Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V218,Information source: Printed magazines,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Printed magazines",3,,"1##Daily
2##Weekly
3##Monthly
4##Less than monthly
5##Never
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V219,Information source: TV news,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



TV news",3,,"1##Daily
2##Weekly
3##Monthly
4##Less than monthly
5##Never
-5##SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V220,Information source: Radio news,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Radio news",3,,"1##Daily
2##Weekly
3##Monthly
4##Less than monthly
5##Never
-5##SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V221,Information source: Mobile phone,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Mobile phone",3,,"1##Daily
2##Weekly
3##Monthly
4##Less than monthly
5##Never
-5##DE,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V222,Information source: Email,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Email",3,,"1##Daily
2##Weekly
3##Monthly
4##Less than monthly
5##Never
-5##DE,EC,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V223,Information source: Internet,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Internet",3,,"1##Daily
2##Weekly
3##Monthly
4##Less than monthly
5##Never
-5##DE,EC,SE:Inapplicable ; RU:Inappropriate response; Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V224,Information source: Talk with friends or colleagues,"People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Talk with friends or colleagues",3,,"1##Daily
2##Weekly
3##Monthly
4##Less than monthly
5##Never
-5##SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V218_ESMA,"Used last week: Printed magazines (ES,MA)","People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Printed magazines



[* For countries using a different set of answers]",7,,"724001##Used last week
724002##Did not use last week
-5##Missing; Unknown
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V217_ESMA,"Used last week: Daily newspaper (ES,MA)","People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Daily newspaper



[* For countries using a different set of answers]",7,,"724001##Used last week
724002##Did not use last week
-5##Missing; Unknown
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V219_ESMA,"Used last week: TV news (ES,MA)","People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



TV news



[* For countries using a different set of answers]",7,,"724001##Used last week
724002##Did not use last week
-5##Missing; Unknown
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V220_ESMA,"Used last week: Radio news (ES,MA)","People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Radio news



[* For countries using a different set of answers]",7,,"724001##Used last week
724002##Did not use last week
-5##Missing; Unknown
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V221_ESMA,"Used last week: Mobile phone (ES,MA)","People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Mobile phone



[* For countries using a different set of answers]",7,,"724001##Used last week
724002##Did not use last week
-5##Missing; Unknown
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V222_ESMA,"Used last week: Email (ES,MA)","People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Email



[* For countries using a different set of answers]",7,,"724001##Used last week
724002##Did not use last week
-5##Missing; Unknown
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V223_ESMA,"Used last week: Internet (ES,MA)","People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Internet



[* For countries using a different set of answers]",7,,"724001##Used last week
724002##Did not use last week
-5##Missing; Unknown
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V224_ESMA,"Used last week: Talk with friends or colleagues (ES,MA)","People learn what is going on in this country and the world from various sources. For each of the following sources, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never:



Talk with friends or colleagues



[* For countries using a different set of answers]",7,,"724001##Used last week
724002##Did not use last week
-5##Missing; Unknown
-4##Not asked
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V225,How often use of a personal computer,"How often, if ever, do you use a personal computer?",3,,"1##Never
2##Occasionally
3##Frequently
4##Don´t know what a computer is
-5##DE,EC:Inapplicable; BH: Missing; RU: Inappropriate response{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V226,Vote in elections: local level,"When elections take place, do you vote always, usually or never?:



Local level",3,,"1##Always
2##Usually
3##Never
-5##SE:Inapplicable ; RU:Inappropriate response; BH: Missing{Inappropriate}
-4##Not asked in survey
-3##Not applicable
-2##No answer
-1##Don´t know
"
,V227,Vote in elections: National level,"When elections take place, do you vote always, usually or never?:



National level",3,,"1##Always
2##Usually
3##Never
-5##BH: Missing; RU: Inappropriate response SG: Refused{Inappropriate}
-4##Not asked in survey
-3##Not applicable; No right to vote
-2##No answer
-1##Don´t know
"
